current_id,current_latitude,current_longitude,duration,distance,next_id,next_latitude,next_longitude
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,16 dk.,"6,4 km",MG-2SYSVZEF8KLLWLVNFAQR,40.9718981,29.0739874
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,18 dk.,"10,5 km",MG-FUHNVEMA2ZKC0HFBTCUT,40.96255,29.075716
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,15 dk.,"9,9 km",MG-HKDDSLZ7DHNEXPDPO6OX,41.0010389,29.029593
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,23 dk.,"8,2 km",MG-OQKXLDBMXGBBSWW0MYXC,40.9688014,29.061672
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,16 dk.,"7,6 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,20 dk.,"16,6 km",MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,23 dk.,"16,4 km",MG-PJTPBQMDNFYF13IHOERG,40.908962,29.161173
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,22 dk.,"17,7 km",MG-8Y7P0IPO1TEELN1HDSZ9,41.0291666,29.2241438
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,7 dk.,"2,6 km",MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,22 dk.,"17,6 km",MG-IRNSVKMNCXT4NDYFXQAD,40.9184004,29.2204548
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,19 dk.,"12,5 km",MG-CYVLXXHQB244PVVXVYU5,40.9331636,29.12641279999999
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,18 dk.,"14,3 km",MG-PB1BQVMGF5OMPTYQKXFX,40.9194316,29.1668144
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,20 dk.,"15,4 km",MG-IA4YWZI8ZSBHVNYXTU3B,40.9313247,29.2141777
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,23 dk.,"22,7 km",MG-RBMDEQFETZUYWELTUTS7,40.9273563,29.31097
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,26 dk.,"23,3 km",MG-R3US4EXI19IFYPJGBGGE,40.879326,29.258135
